id,imgfilename,imgtimestamp,imgfps,emotionapi,participant,block,calm,surprise,joy,others
850,neutral-1fp2s-400.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.08,0.1,0.44,0.38
851,neutral-1fp2s-401.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.09,0.28,0.59,0.04
852,neutral-1fp2s-402.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.34,0.17,0.34,0.16
853,neutral-1fp2s-403.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.4,0.13,0.16,0.31
854,neutral-1fp2s-404.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.04,0.04,0.28,0.65
855,neutral-1fp2s-405.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.25,0.32,0.41,0.03
856,neutral-1fp2s-406.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.07,0.16,0.37,0.4
857,neutral-1fp2s-407.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.13,0.31,0.37,0.2
858,neutral-1fp2s-408.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.22,0.26,0.17,0.34
859,neutral-1fp2s-409.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.31,0.17,0.2,0.31
860,neutral-1fp2s-410.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.28,0.11,0.27,0.34
861,neutral-1fp2s-411.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.47,0.46,0.05,0.03
862,neutral-1fp2s-412.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.28,0.19,0.14,0.39
863,neutral-1fp2s-413.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.43,0.09,0.3,0.18
864,neutral-1fp2s-414.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.04,0.3,0.18,0.48
865,neutral-1fp2s-415.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.09,0.41,0.45,0.05
866,neutral-1fp2s-416.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.33,0.04,0.33,0.3
867,neutral-1fp2s-417.jpg,imgtimestamp,1fp2s,google-vision,1,1,0,0.29,0.65,0.06
868,neutral-1fp2s-418.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.29,0.11,0.57,0.03
869,neutral-1fp2s-419.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.51,0.33,0.04,0.12
870,neutral-1fp2s-420.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.48,0.1,0.1,0.32
871,neutral-1fp2s-421.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.22,0.22,0.22,0.34
872,neutral-1fp2s-422.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.09,0.43,0.43,0.05
873,neutral-1fp2s-423.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.37,0.05,0.23,0.36
874,neutral-1fp2s-424.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.2,0.36,0.14,0.3
875,neutral-1fp2s-425.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.08,0.18,0.33,0.4
876,neutral-1fp2s-426.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.22,0.21,0.28,0.29
877,neutral-1fp2s-427.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.24,0.36,0.39,0.01
878,neutral-1fp2s-428.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.17,0.41,0.15,0.27
879,neutral-1fp2s-429.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.1,0.47,0.37,0.06
880,neutral-1fp2s-430.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.31,0.06,0.57,0.07
881,neutral-1fp2s-431.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.67,0.13,0.07,0.13
882,neutral-1fp2s-432.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.14,0.16,0.33,0.37
883,neutral-1fp2s-433.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.02,0.46,0.1,0.42
884,neutral-1fp2s-434.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.14,0.47,0.33,0.06
885,neutral-1fp2s-435.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.1,0.44,0.18,0.28
886,neutral-1fp2s-436.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.32,0.03,0.24,0.42
887,neutral-1fp2s-437.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.19,0.45,0.29,0.07
888,neutral-1fp2s-438.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.19,0.25,0.3,0.27
889,neutral-1fp2s-439.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.06,0.67,0.02,0.24
890,neutral-1fp2s-440.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.07,0.29,0.32,0.32
891,neutral-1fp2s-441.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.34,0.15,0.04,0.47
892,neutral-1fp2s-442.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.21,0.16,0.38,0.25
893,neutral-1fp2s-443.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.34,0.33,0.11,0.22
894,neutral-1fp2s-444.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.28,0.26,0.15,0.31
895,neutral-1fp2s-445.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.12,0.37,0.19,0.32
896,neutral-1fp2s-446.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.05,0.37,0.42,0.15
897,neutral-1fp2s-447.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.48,0.06,0.42,0.04
898,neutral-1fp2s-448.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.18,0.05,0.47,0.3
899,neutral-1fp2s-449.jpg,imgtimestamp,1fp2s,google-vision,1,1,0.08,0.06,0.47,0.39
900,neutral-1fp2s-0.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.05,0.31,0.13,0.51
901,neutral-1fp2s-1.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.28,0.06,0.64,0.02
902,neutral-1fp2s-2.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.08,0.44,0.22,0.26
903,neutral-1fp2s-3.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.03,0.56,0.39,0.01
904,neutral-1fp2s-4.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.31,0.21,0.26,0.22
905,neutral-1fp2s-5.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.3,0.2,0.36,0.14
906,neutral-1fp2s-6.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.31,0.28,0.12,0.28
907,neutral-1fp2s-7.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.38,0.06,0.14,0.41
908,neutral-1fp2s-8.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.27,0.37,0.21,0.15
909,neutral-1fp2s-9.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.3,0.09,0.32,0.29
910,neutral-1fp2s-10.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.29,0.05,0.27,0.39
911,neutral-1fp2s-11.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.28,0.22,0.19,0.32
912,neutral-1fp2s-12.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.22,0.31,0.4,0.07
913,neutral-1fp2s-13.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.27,0.08,0.52,0.12
914,neutral-1fp2s-14.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.04,0.28,0.35,0.34
915,neutral-1fp2s-15.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.01,0.2,0.38,0.41
916,neutral-1fp2s-16.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.25,0.2,0.21,0.33
917,neutral-1fp2s-17.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.24,0.19,0.25,0.32
918,neutral-1fp2s-18.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.14,0.2,0.34,0.32
919,neutral-1fp2s-19.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.17,0.25,0.41,0.16
920,neutral-1fp2s-20.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.29,0.21,0.23,0.27
921,neutral-1fp2s-21.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.39,0.04,0.44,0.13
922,neutral-1fp2s-22.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.36,0.02,0.49,0.13
923,neutral-1fp2s-23.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.37,0.17,0.07,0.39
924,neutral-1fp2s-24.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.21,0.3,0.22,0.28
925,neutral-1fp2s-25.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.1,0.49,0.18,0.23
926,neutral-1fp2s-26.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.17,0.2,0.48,0.15
927,neutral-1fp2s-27.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.1,0.21,0.39,0.29
928,neutral-1fp2s-28.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.35,0.24,0.15,0.26
929,neutral-1fp2s-29.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.18,0.32,0.39,0.11
930,neutral-1fp2s-30.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.14,0.43,0.07,0.35
931,neutral-1fp2s-31.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.31,0.01,0.2,0.48
932,neutral-1fp2s-32.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.19,0.1,0.4,0.31
933,neutral-1fp2s-33.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.28,0.08,0.32,0.33
934,neutral-1fp2s-34.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.05,0.32,0.37,0.26
935,neutral-1fp2s-35.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.47,0.14,0.13,0.27
936,neutral-1fp2s-36.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.13,0.12,0.37,0.39
937,neutral-1fp2s-37.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.48,0.16,0.15,0.22
938,neutral-1fp2s-38.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.35,0.47,0.03,0.15
939,neutral-1fp2s-39.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.03,0.35,0.32,0.3
940,neutral-1fp2s-40.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.23,0.01,0.17,0.59
941,neutral-1fp2s-41.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.31,0.38,0.21,0.11
942,neutral-1fp2s-42.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.26,0.55,0.07,0.11
943,neutral-1fp2s-43.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.26,0.17,0.23,0.35
944,neutral-1fp2s-44.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.41,0.5,0.09,0
945,neutral-1fp2s-45.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.33,0.38,0.29,0
946,neutral-1fp2s-46.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.18,0.3,0.22,0.3
947,neutral-1fp2s-47.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.18,0.27,0.15,0.4
948,neutral-1fp2s-48.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.33,0.12,0.45,0.09
949,neutral-1fp2s-49.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.23,0.34,0.02,0.41
950,neutral-1fp2s-50.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.44,0.23,0.07,0.26
951,neutral-1fp2s-51.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.39,0.03,0.19,0.39
952,neutral-1fp2s-52.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.22,0.17,0.22,0.38
953,neutral-1fp2s-53.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.17,0.33,0.17,0.33
954,neutral-1fp2s-54.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.09,0.1,0.34,0.48
955,neutral-1fp2s-55.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.4,0.29,0.03,0.29
956,neutral-1fp2s-56.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.21,0.49,0.3,0
957,neutral-1fp2s-57.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.16,0.38,0.35,0.11
958,neutral-1fp2s-58.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.16,0.16,0.41,0.27
959,neutral-1fp2s-59.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.34,0.25,0.07,0.34
960,neutral-1fp2s-60.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.09,0.13,0.31,0.48
961,neutral-1fp2s-61.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0,0.4,0.33,0.27
962,neutral-1fp2s-62.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.12,0.3,0.23,0.34
963,neutral-1fp2s-63.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.39,0.13,0.1,0.38
964,neutral-1fp2s-64.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.28,0.2,0.22,0.3
965,neutral-1fp2s-65.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.45,0.24,0.26,0.06
966,neutral-1fp2s-66.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.27,0.15,0.09,0.49
967,neutral-1fp2s-67.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.26,0.24,0.37,0.14
968,neutral-1fp2s-68.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.21,0.24,0.18,0.37
969,neutral-1fp2s-69.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.31,0.36,0.06,0.27
970,neutral-1fp2s-70.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.42,0.11,0.25,0.21
971,neutral-1fp2s-71.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.26,0.09,0.3,0.35
972,neutral-1fp2s-72.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.42,0.44,0.13,0.01
973,neutral-1fp2s-73.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.17,0.12,0.3,0.4
974,neutral-1fp2s-74.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.02,0.25,0.12,0.61
975,neutral-1fp2s-75.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.01,0.25,0.5,0.24
976,neutral-1fp2s-76.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.19,0.38,0.29,0.13
977,neutral-1fp2s-77.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.36,0.24,0.07,0.33
978,neutral-1fp2s-78.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.38,0.03,0.45,0.14
979,neutral-1fp2s-79.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.12,0.34,0.3,0.24
980,neutral-1fp2s-80.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.06,0.64,0.09,0.2
981,neutral-1fp2s-81.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.27,0.13,0.38,0.22
982,neutral-1fp2s-82.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.12,0.28,0.22,0.38
983,neutral-1fp2s-83.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.22,0.18,0.5,0.1
984,neutral-1fp2s-84.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.07,0.33,0.28,0.32
985,neutral-1fp2s-85.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.18,0.5,0.07,0.25
986,neutral-1fp2s-86.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.23,0.31,0.32,0.14
987,neutral-1fp2s-87.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.4,0.29,0.01,0.3
988,neutral-1fp2s-88.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.33,0.16,0.41,0.1
989,neutral-1fp2s-89.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.14,0.34,0.14,0.38
990,neutral-1fp2s-90.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.26,0.43,0.04,0.27
991,neutral-1fp2s-91.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.26,0.21,0.21,0.32
992,neutral-1fp2s-92.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.37,0.21,0.36,0.06
993,neutral-1fp2s-93.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.13,0.39,0.1,0.38
994,neutral-1fp2s-94.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.15,0.28,0.31,0.25
995,neutral-1fp2s-95.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.22,0.37,0.22,0.18
996,neutral-1fp2s-96.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.32,0.4,0.06,0.23
997,neutral-1fp2s-97.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.32,0.2,0.25,0.24
998,neutral-1fp2s-98.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.26,0.09,0.28,0.38
999,neutral-1fp2s-99.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.39,0.06,0.34,0.21
1000,neutral-1fp2s-100.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.21,0.37,0.05,0.36
1001,neutral-1fp2s-101.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.36,0.05,0.31,0.27
1002,neutral-1fp2s-102.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.36,0.31,0.11,0.21
1003,neutral-1fp2s-103.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.31,0.29,0.23,0.18
1004,neutral-1fp2s-104.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.13,0.38,0.34,0.16
1005,neutral-1fp2s-105.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.34,0.11,0.3,0.24
1006,neutral-1fp2s-106.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.29,0.22,0.09,0.4
1007,neutral-1fp2s-107.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.36,0.13,0.22,0.29
1008,neutral-1fp2s-108.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.18,0.13,0.37,0.32
1009,neutral-1fp2s-109.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.31,0.25,0.31,0.14
1010,neutral-1fp2s-110.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.29,0.16,0.3,0.25
1011,neutral-1fp2s-111.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.32,0.4,0.15,0.14
1012,neutral-1fp2s-112.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.38,0.36,0.05,0.21
1013,neutral-1fp2s-113.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.07,0.24,0.4,0.3
1014,neutral-1fp2s-114.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.28,0.14,0.07,0.5
1015,neutral-1fp2s-115.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.16,0.15,0.21,0.49
1016,neutral-1fp2s-116.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.05,0.54,0.06,0.35
1017,neutral-1fp2s-117.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.33,0.14,0.37,0.16
1018,neutral-1fp2s-118.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.22,0.08,0.3,0.4
1019,neutral-1fp2s-119.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.18,0.29,0.34,0.19
1020,neutral-1fp2s-120.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.21,0.25,0.29,0.25
1021,neutral-1fp2s-121.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.14,0.31,0.29,0.26
1022,neutral-1fp2s-122.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.25,0.28,0.16,0.32
1023,neutral-1fp2s-123.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.2,0.34,0.29,0.18
1024,neutral-1fp2s-124.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.36,0.12,0.21,0.31
1025,neutral-1fp2s-125.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.32,0.05,0.52,0.11
1026,neutral-1fp2s-126.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.08,0.4,0.27,0.25
1027,neutral-1fp2s-127.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.1,0.24,0.31,0.35
1028,neutral-1fp2s-128.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.36,0.13,0.28,0.22
1029,neutral-1fp2s-129.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.36,0.32,0.21,0.1
1030,neutral-1fp2s-130.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.31,0.14,0.26,0.29
1031,neutral-1fp2s-131.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.09,0.16,0.46,0.29
1032,neutral-1fp2s-132.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.24,0.34,0.39,0.03
1033,neutral-1fp2s-133.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.36,0.36,0.13,0.15
1034,neutral-1fp2s-134.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.12,0.19,0.38,0.31
1035,neutral-1fp2s-135.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.09,0.32,0.46,0.13
1036,neutral-1fp2s-136.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.3,0.24,0.24,0.22
1037,neutral-1fp2s-137.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.84,0,0.15,0.01
1038,neutral-1fp2s-138.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.08,0.27,0.42,0.23
1039,neutral-1fp2s-139.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.24,0.36,0.22,0.17
1040,neutral-1fp2s-140.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.31,0.19,0.24,0.26
1041,neutral-1fp2s-141.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.23,0.11,0.31,0.35
1042,neutral-1fp2s-142.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.44,0.13,0.11,0.32
1043,neutral-1fp2s-143.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.2,0.03,0.55,0.22
1044,neutral-1fp2s-144.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.22,0.31,0.18,0.28
1045,neutral-1fp2s-145.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.42,0.19,0.21,0.18
1046,neutral-1fp2s-146.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.31,0.03,0.24,0.42
1047,neutral-1fp2s-147.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.35,0.23,0.4,0.02
1048,neutral-1fp2s-148.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.15,0.31,0.24,0.3
1049,neutral-1fp2s-149.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0,0.44,0.11,0.45
1050,neutral-1fp2s-150.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.31,0.23,0.22,0.24
1051,neutral-1fp2s-151.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.09,0.2,0.33,0.37
1052,neutral-1fp2s-152.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.32,0.28,0.39,0
1053,neutral-1fp2s-153.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.33,0.06,0.13,0.48
1054,neutral-1fp2s-154.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.1,0.3,0.23,0.37
1055,neutral-1fp2s-155.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.19,0.21,0.26,0.33
1056,neutral-1fp2s-156.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.36,0.31,0.22,0.11
1057,neutral-1fp2s-157.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.43,0.35,0.14,0.08
1058,neutral-1fp2s-158.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.53,0.11,0.23,0.13
1059,neutral-1fp2s-159.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.37,0,0.46,0.17
1060,neutral-1fp2s-160.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.25,0.11,0.23,0.42
1061,neutral-1fp2s-161.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.21,0.22,0.22,0.36
1062,neutral-1fp2s-162.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.42,0.07,0.09,0.42
1063,neutral-1fp2s-163.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.33,0.03,0.38,0.26
1064,neutral-1fp2s-164.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.09,0.43,0.3,0.18
1065,neutral-1fp2s-165.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.04,0.37,0.26,0.33
1066,neutral-1fp2s-166.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.38,0.4,0.01,0.21
1067,neutral-1fp2s-167.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.3,0.2,0.21,0.3
1068,neutral-1fp2s-168.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.15,0.26,0.39,0.21
1069,neutral-1fp2s-169.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.15,0.04,0.36,0.45
1070,neutral-1fp2s-170.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.02,0.81,0.12,0.04
1071,neutral-1fp2s-171.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.3,0.2,0.26,0.24
1072,neutral-1fp2s-172.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.19,0.29,0.08,0.44
1073,neutral-1fp2s-173.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.38,0.32,0.18,0.12
1074,neutral-1fp2s-174.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.23,0.23,0.24,0.3
1075,neutral-1fp2s-175.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.35,0.02,0.42,0.21
1076,neutral-1fp2s-176.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.56,0.15,0.25,0.04
1077,neutral-1fp2s-177.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.01,0.26,0.2,0.53
1078,neutral-1fp2s-178.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.29,0.22,0.21,0.28
1079,neutral-1fp2s-179.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.42,0.23,0.35,0
1080,neutral-1fp2s-180.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.26,0.21,0.2,0.34
1081,neutral-1fp2s-181.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.26,0.06,0.26,0.42
1082,neutral-1fp2s-182.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.15,0.34,0.02,0.5
1083,neutral-1fp2s-183.jpg,imgtimestamp,1fp2s,aws-rekognition,1,1,0.36,0.11,0.21,0.31
